Street address,Trading name,Number of seats,Longitude,Latitude,Type
18-38 Siddeley Street,Byblos Bar & Restaurant,53,144.9536422,-37.82253633,Cafe
275-279 Swanston Street,McDonalds,94,144.9645071,-37.81180752,Cafe
7-19 Alfred Place,The Cut Steakhouse,85,144.9699104,-37.81401267,Cafe
350 Lygon Street,Grill'd Healthy Burgers,32,144.9675264,-37.79887015,Cafe
27-37 Russell Street,Ikkoryu Fukuoka Ramen,68,144.9692478,-37.81598754,Cafe
8 Whiteman Street,Dinner by Heston,40,144.9586604,-37.82312164,Cafe
185-187 Lygon Street,Cafe Cavallino,54,144.9664496,-37.80128848,Cafe
457-469 Little Collins Street,Two Fish Seafood Cafe,20,144.95955,-37.81660734,Cafe
114-116 Rathdowne Street,Paris Go Bistro,50,144.9708841,-37.79695652,Cafe
68 Victoria Street,Carlton Megabytes,6,144.9655262,-37.80671734,Cafe
327-343 Collins Street,Strozzi Restaurant,82,144.9632538,-37.81706705,Cafe
32-54 Lonsdale Street,Madame's Kitchen,21,144.9707325,-37.8091842,Cafe
541-547 Spencer Street,Embassy Cafe,24,144.9477871,-37.80811106,Cafe
11-19 Liverpool Street,Shimbashi Japanese Soba & Sake Bar,24,144.9713242,-37.81131159,Cafe
582-606 Collins Street,Cafe Eurasia ,40,144.954944,-37.81850425,Cafe
1 Southgate Avenue,Melba Restaurant,220,144.9662623,-37.82066923,Cafe
559-587 Collins Street,Sushia,17,144.9557275,-37.81902044,Cafe
30 Royal Parade,Dr Dax Kitchen,100,144.9612468,-37.79739836,Cafe
791-847 Collins Street,In A Rush Docklands ,48,144.9457644,-37.82205739,Cafe
791-847 Collins Street,Elements Cafe ,134,144.9457644,-37.82205739,Cafe
289-299 Swanston Street,Starbucks ,20,144.9642637,-37.8112271,Cafe
179-181 Domain Road,Domain Brasserie,45,144.9820364,-37.83431435,Cafe
185 King Street,King Jons,6,144.9551492,-37.81584127,Cafe
235-237 Faraday Street,New York Minute,33,144.9662956,-37.7988135,Cafe
220-228 Lygon Street,Little Lygon Restaurant,50,144.9671892,-37.80191702,Cafe
247-257 William Street,William St Deli,12,144.9566979,-37.81317907,Cafe
478-484 Albert Street,Albert St Deli,26,144.9746801,-37.80907045,Cafe
13-15 Errol Street,Toast Kitchen Cafe,34,144.9490423,-37.80463699,Cafe
27-31 Hardware Lane,Affogato,20,144.9612664,-37.81398752,Cafe
351-357 Collins Street,O-Bento,60,144.9627888,-37.81722704,Cafe
76 Bourke Street,Ombra,11,144.9709443,-37.81170263,Cafe
10-20 Oliver Lane,Bowery to Williamsburg,20,144.9702912,-37.8161284,Cafe
16-32 Rakaia Way,Rejuice Bar & Cafe,15,144.9412614,-37.81460533,Cafe
535 Bourke Street,Etto St James,58,144.9578132,-37.81636534,Cafe
210-222 Russell Street,Shanghai Street Xiaolongboa & Dumpling,100,144.9679947,-37.81132789,Cafe
86-88 Collins Street,Doc Martins,16,144.9705847,-37.81393777,Cafe
535 Little Lonsdale Street,Guk Bab,55,144.9560169,-37.8134766,Cafe
816-828 Bourke Street,Southern China Style Cuisine,31,144.943969,-37.81927362,Cafe
221 Little Lonsdale Street,Schnitz QV,46,144.9657034,-37.810658,Cafe
30-44 Manchester Lane,Kuaizi Bar,40,144.9662007,-37.81642646,Cafe
329 Lygon Street,Heartattack and Vine,16,144.9671482,-37.7976433,Cafe
335-339 Flinders Lane,Pronto On Flinders,3,144.9632258,-37.81784765,Cafe
11-41 Melrose Street,Pocket Cafe,5,144.9414027,-37.79501722,Cafe
335-349 Little Collins Street,Souperman,14,144.9632938,-37.81554941,Cafe
60 Hardware Lane,Il Nostro Posto,64,144.961215,-37.81328955,Cafe
397-407 Docklands Drive,Replay cafe,32,144.9401994,-37.81427742,Cafe
363-367 Little Collins Street,That's Amore Bistro,16,144.9628116,-37.81581721,Cafe
8 Whiteman Street,Cafe Baci's,120,144.9586604,-37.82312164,Cafe
130-200 St Kilda Road,The Tea Room,80,144.9686338,-37.82281707,Cafe
150-154 Collins Street,In A Rush 150 Collins,41,144.968181,-37.81419714,Cafe
377-381 Lonsdale Street,Crust Gourmet Pizza Bar Melbourne,24,144.9614648,-37.81291055,Cafe
14 Bourke Street,Red Pepper Indian Restaurant,16,144.9724607,-37.81126209,Cafe
66-88 Lygon Street,Mellow's Restaurant and Bar,42,144.9665747,-37.80530329,Cafe
239-293 Wellington Parade South,Mugs Alley,42,144.9759275,-37.81642072,Cafe
222-244 Bourke Street,Gloria Jean's Coffees,22,144.9662952,-37.81272047,Cafe
2 Swanston Street,Il Pom Italian,110,144.9699175,-37.81784465,Cafe
230 Grattan Street,The Potter Espresso Bar,28,144.9612468,-37.79739836,Cafe
512 Macaulay Road,Bean Buzz Cafe,20,144.9291382,-37.79407422,Cafe
173-181 Victoria Street,Nando's,8,144.9556037,-37.80606639,Cafe
65-67 Flemington Road,New Lanna Thai ,50,144.9540004,-37.79936937,Cafe
302-308 Flinders Lane,Bistro Du Peuple,16,144.9638971,-37.81719967,Cafe
5-17 Flemington Road,Little Richard Pizza Bar,146,144.9558713,-37.80140031,Cafe
221 Little Lonsdale Street,Meat Fish Wine,100,144.9657034,-37.810658,Cafe
18-20 Bank Place,Curry Vault ,60,144.9605225,-37.81642893,Cafe
362-364 Little Bourke Street,+39 Pizzeria & Antipasteria,66,144.9617496,-37.81327298,Cafe
231-245 Harbour Esplanade,Capri At The Quays Cafe,70,144.9429896,-37.81354363,Cafe
275 Lygon Street,Salonica Gyros Bar,10,144.9669104,-37.79905377,Cafe
303-317 Collins Street,Cafe On Collins,34,144.9638231,-37.81662708,Cafe
47-59 Flemington Road,Flavour Cafe,72,144.954319,-37.7997297,Cafe
100-106 Leicester Street,Stovetop,50,144.9608587,-37.8037076,Cafe
348 Drummond Street,Vincent The Dog,21,144.9692679,-37.79777639,Cafe
319-325 Collins Street,The Deanery,130,144.9636498,-37.81686635,Cafe
559-587 Collins Street,Buddabah,72,144.9557275,-37.81902044,Cafe
337-343 Lygon Street,Intersection Cafe,39,144.9672287,-37.79734681,Cafe
65-71 Bourke Street,Hamodava Cafe,70,144.9714499,-37.81227429,Cafe
121 Exhibition Street,Axil Coffee Roasters,24,144.9701092,-37.81281453,Cafe
10 Brens Drive,State Netball & Hockey Centre Cafe,51,144.947632,-37.78541878,Cafe
1-9 Freshwater Place,Shuji Sushi,20,144.962154,-37.82167834,Cafe
550 Lonsdale Street,Shuji Sushi,28,144.9560169,-37.8134766,Cafe
115-117 Little Bourke Street,Gyoza Gyoza & Momo Shabu Shabu,3,144.9690101,-37.81158808,Cafe
63 Errol Street,Agraba,22,144.9492052,-37.803603,Cafe
791-803 Bourke Street,Pok Pok,26,144.9456209,-37.81974585,Cafe
269-321 Lonsdale Street,Dainty Sichuan Noodle Express,92,144.9638386,-37.81245199,Cafe
28-32 Elizabeth Street,Melbourne Halal Food Centre ,8,144.9648816,-37.81729894,Cafe
122-128 Berkeley Street,Middle Fish ,60,144.959001,-37.80257712,Cafe
106-114 Berkeley Street,Seven Seeds ,90,144.9591271,-37.8028778,Cafe
114 Lygon Street,Killiney Kopitiam ,18,144.9666993,-37.80443778,Cafe
80 Queensberry Street,Lambs Restaurant,85,144.9666993,-37.80443778,Cafe
224-236 Queen Street,Cafe Shots Espresso Bar,8,144.960162,-37.81320274,Cafe
715-727 Bourke Street,Coffee Rush,46,144.9502584,-37.81864992,Cafe
252-254 Flinders Lane,Aix Cafe Creperie Salon,8,144.9655966,-37.8166033,Cafe
813-817 Bourke Street,Go Green Raw Foods,21,144.9446836,-37.81993681,Cafe
561-571 Bourke Street,Romano's Coffee,25,144.957018,-37.81647428,Cafe
581-589 La Trobe Street,Il Sole,50,144.9518789,-37.81337023,Cafe
14-16 Market Lane,HuTong Dumpling Bar,110,144.9694578,-37.81187264,Cafe
578-606 Bourke Street,Nando's - Bourke Place,39,144.9561073,-37.81571393,Cafe
222-244 Bourke Street,Grand BBQ,30,144.9662952,-37.81272047,Cafe
22-26 Corrs Lane,Sichuan House,76,144.9683249,-37.8109979,Cafe
157 Pelham Street,Briscola,20,144.9613352,-37.80242146,Cafe
225-229 Victoria Street,Common Ground Coffee,52,144.9539596,-37.80587196,Cafe
257-259 Swanston Street,China Bar,120,144.9646488,-37.81211394,Cafe
747-757 Bourke Street,The Spice Den,70,144.9479753,-37.81925128,Cafe
257-259 Macaulay Road,North End Deli,9,144.938198,-37.79557663,Cafe
121 Exhibition Street,Tower Shushi,56,144.9701092,-37.81281453,Cafe
327-343 Collins Street,Blu Nite,140,144.9632538,-37.81706705,Cafe
714-736 Swanston Street,Toothpicks Cafe,36,144.9648536,-37.79944075,Cafe
384-390 Little Collins Street,STREAT,9,144.9617411,-37.81560573,Cafe
163-261 Spencer Street,The Coffee Club,70,144.951187,-37.81501701,Cafe
338-352 Bourke Street,Mama's Buoi,62,144.9632879,-37.81360425,Cafe
224-252 Queensberry Street,Refuel Catering,40,144.9610023,-37.80395655,Cafe
228-236 Flinders Street,Jolly J's,34,144.9665517,-37.81724878,Cafe
19-21 Leveson Street,Di Bella Coffee,16,144.9505945,-37.80447359,Cafe
183-265 La Trobe Street,Chilli India,150,144.9630189,-37.81073331,Cafe
40-66 Siddeley Street,Bababoi,28,144.9525486,-37.82290352,Cafe
156-164 Cardigan Street,Jokamz,45,144.9656265,-37.80132569,Cafe
363-397 Flinders Street,T-Roy Browns,20,144.9622868,-37.81953163,Cafe
15-33 William Street,Hudson's Coffee,26,144.9591876,-37.8192157,Cafe
76-86 Howard Street,Metro Cafe,70,144.9544971,-37.80304782,Cafe
316-360 Elizabeth Street,Fourteen On 10,50,144.9620613,-37.81084464,Cafe
1 MacArthur Street,Treasury Eats Cafe ,100,144.9755868,-37.81264492,Cafe
215 Queen Street,Michelangelo,60,144.9598741,-37.81379647,Cafe
40-52 Queen Street,Shuji Sushi,49,144.9621886,-37.81758572,Cafe
70 Bourke Street,Self Preservation,46,144.9710755,-37.81166963,Cafe
181 William Street,Brewer's Place,34,144.9573923,-37.81531863,Cafe
100 St Kilda Road,Fatto Bar & Cantina,80,144.9682264,-37.82094188,Cafe
813-817 Bourke Street,Caffe Bambino,16,144.9446836,-37.81993681,Cafe
437-439 Elizabeth Street,Menya Ramen,10,144.9602369,-37.80880991,Cafe
253-265 Flinders Lane,Cafe Andiamo,68,144.9659028,-37.81706291,Cafe
 Peel Street,Gozleme Cafe,10,144.9572395,-37.80745984,Cafe
64-66 Hardware Lane,Grill Steak Seafood,82,144.9611673,-37.81318202,Cafe
85-161 Spencer Street,Hunger Game,26,144.9523393,-37.81815358,Cafe
320-386 Epsom Road,Provata Urban Larder & Cafe,21,144.9155212,-37.78257294,Cafe
470-472 Little Lonsdale Street,The Brass Coq,101,144.9555039,-37.81299012,Cafe
331-339 Bourke Street,Caffe E Torta,28,144.964049,-37.81458812,Cafe
597 Elizabeth Street,Classic Curry Company,30,144.958143,-37.80439444,Cafe
16 Bourke Street,Red Pepper Indian Restaurant,8,144.972413,-37.81127672,Cafe
2 Swanston Street,ACMI Cafe & Bar,66,144.9699175,-37.81784465,Cafe
124-128 Bourke Street,Flower Drum,140,144.9692645,-37.81207094,Cafe
206-218 Bourke Street,Blackball at Chinatown,50,144.9668768,-37.81259409,Cafe
8 Whiteman Street,The Merrywell,80,144.9586604,-37.82312164,Cafe
123-129 Lonsdale Street,Cafe Caledonia,16,144.9686769,-37.81072687,Cafe
54-58 Hardware Lane,Max Bar & Restaurant,84,144.9612623,-37.81339488,Cafe
382-384 Elizabeth Street,Gloria Jeans,4,144.9614515,-37.80977165,Cafe
13-15 Hardware Lane,Roll'd,46,144.9614053,-37.8142907,Cafe
72-74 Bourke Street,Bottega Restaurant,22,144.9710074,-37.81168307,Cafe
221 Little Lonsdale Street,Schnitz QV,134,144.9657034,-37.810658,Cafe
516-526 Bourke Street,Bluestones 520 Cafe,16,144.9583865,-37.81527349,Cafe
181 William Street,Brewer's Place,42,144.9573923,-37.81531863,Cafe
511 Spencer Street,Junie Moon's,20,144.9485541,-37.80875296,Cafe
348 Drummond Street,Vincent The Dog,12,144.9692679,-37.79777639,Cafe
18-38 Siddeley Street,Riverside Teppanyaki,60,144.9536422,-37.82253633,Cafe
122-148 Harbour Esplanade,Arena View Restaurant And Cafe,16,144.9475776,-37.81656591,Cafe
285-313 Spencer Street,Code 3,66,144.9509981,-37.81379938,Cafe
164-170 Flinders Street,Movida Next Door,30,144.9690862,-37.81670922,Cafe
122-130 Wellington Parade,The Grey Smith,6,144.9859889,-37.81609349,Cafe
1-9 Powlett Street,Laurent - Boulangerie Patisserie,8,144.9848341,-37.81608793,Cafe
295-301 Exhibition Street,Sally's Kitchen,15,144.9688284,-37.80893166,Cafe
89-105 Collins Street,Barista 101,10,144.9707498,-37.81492031,Cafe
385 Bourke Street,Famish'd,65,144.9629442,-37.81491502,Cafe
28 Freshwater Place,Alliance Catering CPA Cafe,68,144.9622689,-37.82266873,Cafe
68-78 Hardware Lane,Vons Restaurant & Bar,54,144.9611061,-37.8130703,Cafe
243-263 Franklin Street,Francis Food & Coffee,12,144.9566627,-37.80967009,Cafe
520-522 Elizabeth Street,Lien Lien Cafe,36,144.9597587,-37.80579439,Cafe
201-203 Lygon Street,Borsari Ristorante,58,144.9666725,-37.80089707,Cafe
183-265 La Trobe Street,D Food Connection,70,144.9630189,-37.81073331,Cafe
262 Lygon Street,Alpino Restaurant,46,144.9671843,-37.80103476,Cafe
694-704 Collins Street,St. Brew,90,144.9508705,-37.81949297,Cafe
494-512 Bourke Street,Movida Aqui,150,144.9587607,-37.81494883,Cafe
400 Epsom Road,Home Turf Cafe,25,144.9168903,-37.78417751,Cafe
1-9 Collins Street,Signature Coffee,30,144.9737201,-37.81372701,Cafe
45 Collins Street,Kenzan Japanese Restaurant,100,144.9726281,-37.81430616,Cafe
183-265 La Trobe Street,Frozen by a Thousand Blessings,8,144.9630189,-37.81073331,Cafe
2 Swanston Street,Bokchoy Tang,150,144.9699175,-37.81784465,Cafe
140-146 Lygon Street,La Notte Restaurant,64,144.9667231,-37.803783,Cafe
289-299 Swanston Street,Guzman Y Gomez Swanston Street,32,144.9642637,-37.8112271,Cafe
183-265 La Trobe Street,Equinox Bar Restaurant,65,144.9630189,-37.81073331,Cafe
2 Swanston Street,Time Out Cafe,60,144.9699175,-37.81784465,Cafe
269-321 Lonsdale Street,Becasse Bakery,66,144.9638386,-37.81245199,Cafe
20 Meyers Place,Waiters Restaurant,55,144.9723505,-37.81207814,Cafe
92-106 Victoria Parade,East Side Story Bar + Cafe,36,144.9748871,-37.80862592,Cafe
562-566 Little Bourke Street,Melbourne Hwaro Korean BBQ Restaurant,12,144.9556694,-37.81501703,Cafe
715-727 Bourke Street,Cafe Saporo,26,144.9502584,-37.81864992,Cafe
20-30 Convention Centre Place,Gasolina,170,144.9523782,-37.82539976,Cafe
32-54 Lonsdale Street,Madame's Kitchen,36,144.9707325,-37.8091842,Cafe
183-265 La Trobe Street,Asian Beer Cafe,687,144.9630189,-37.81073331,Cafe
269-321 Lonsdale Street,Dumplings Plus,60,144.9638386,-37.81245199,Cafe
120 Brunton Avenue,Spotless Services,175,144.9832828,-37.81992883,Cafe
2-24 Waterview Walk,Pizza Hut,43,144.9479753,-37.81925128,Cafe
156-164 Cardigan Street,Jokamz,4,144.9656265,-37.80132569,Cafe
23-37 Cardigan Street,Coffee On Cardigan,20,144.9639545,-37.80592639,Cafe
43-51 Queen Street,Queen St Espresso ,25,144.9616143,-37.81773812,Cafe
195-199 Faraday Street,Cafe Italia,240,144.9678678,-37.79918207,Cafe
309-325 Bourke Street,Sushi Monger ,12,144.9645323,-37.81445406,Cafe
14-40 Market Street,KCL (Koury's Coffee Lounge) ,20,144.9611339,-37.81848796,Cafe
168-170 Rathdowne Street,The Olive Jar,75,144.9711498,-37.7953809,Cafe
1-9 Freshwater Place,Suni Sushi Bar,40,144.962154,-37.82167834,Cafe
311 Exhibition Street,Food Stories Chinese Canteen,44,144.9687046,-37.80869914,Cafe
256-268 Flinders Street,Grill'd ,84,144.9656264,-37.81760781,Cafe
8 Whiteman Street,Rock Pool Bar & Grill,200,144.9586604,-37.82312164,Cafe
 Elliott Avenue,Lakeside Bistro And Function Centre,118,144.9514349,-37.78428452,Cafe
525-539 Lonsdale Street,Cafe Dominoes,98,144.9566434,-37.81427826,Cafe
344-350 Collins Street,Sambal Kampung,69,144.962689,-37.81601764,Cafe
1 Phillip Court,Subway,16,144.920988,-37.82600955,Cafe
818-838 Collins Street,Le-Nguyen Pho & Bakery Cafe,80,144.9450469,-37.82100111,Cafe
108 Lygon Street,Carlton Curry House,28,144.9666993,-37.80443778,Cafe
1-19 Princes Walk,Pilgrim,130,144.9689349,-37.81865919,Cafe
673-683 La Trobe Street,Spicy House,50,144.9475368,-37.81486994,Cafe
40-46 Little Bourke Street,Longrain Melbourne,150,144.971183,-37.81058999,Cafe
494-512 Bourke Street,Earl Canteen,28,144.9587607,-37.81494883,Cafe
477-479 St Kilda Road,The Deck Cafe On St Kilda Road,60,144.978556,-37.8418809,Cafe
110 Lygon Street,Ying Thai 2,20,144.9666993,-37.80443778,Cafe
408-416 Queen Street,Phancy Cafe & Catering ,40,144.9585116,-37.80897917,Cafe
24-42 Newquay Promenade,Medici Cafe Bar Restaurant,136,144.942139,-37.81434525,Cafe
50-56 Lorimer Street,Hooks @ The Yarra,60,144.9476471,-37.82461477,Cafe
111-113 Grattan Street,Tigerlily Cafe,18,144.9657698,-37.80081687,Cafe
397-407 Docklands Drive,Aree Thai,4,144.9401994,-37.81427742,Cafe
566-580 Flinders Street,Five66,55,144.9553465,-37.82072034,Cafe
166-170 Lonsdale Street,Goody's Burger House,35,144.9673697,-37.8105674,Cafe
149 Elgin Street,Porcelain Tea Parlour,14,144.9697088,-37.79771402,Cafe
80 Dorcas Street,Cafe Clicquot,44,144.9662961,-37.83070462,Cafe
189 Elgin Street,Ultimate Coffee Bar,6,144.9682099,-37.79746832,Cafe
16-26 Orr Street,Orr Street Cafe,28,144.9654007,-37.8063402,Cafe
207-361 Flinders Street,Pho Flinders,8,144.9654659,-37.81866105,Cafe
26-30 Flinders Street,Felt Restaurant,40,144.9735899,-37.81528647,Cafe
267-275 Flinders Lane,The Quarter,28,144.9654844,-37.81710105,Cafe
271-285 Collins Street,Lindt Chocolat Cafe,16,144.9649331,-37.81662781,Cafe
807-811 Bourke Street,Banoi,24,144.9450661,-37.81970478,Cafe
27-31 Hardware Lane,Affogato,18,144.9612664,-37.81398752,Cafe
6-8 Dorcas Street,Nashi ,12,144.9702153,-37.82981139,Cafe
654-670 Bourke Street,Dotspot,60,144.9540371,-37.81626998,Cafe
162-168 Wellington Parade,Two Fat Indians,60,144.9845144,-37.81593696,Cafe
150-170 Harbour Esplanade,Broadcast Cafe,80,144.9458827,-37.81566514,Cafe
364 Lygon Street,Seasalt Fish & Sushi Bar,43,144.9676437,-37.79828024,Cafe
161-173 Domain Road,Gilson,42,144.9816996,-37.83431735,Cafe
212 Little Bourke Street,The Crane,80,144.9662792,-37.81203484,Cafe
790-814 Collins Street,Street Kitchen Co,52,144.9458305,-37.821044,Cafe
380-394 Docklands Drive,Cafe Bourgeois,16,144.9411967,-37.81308483,Cafe
791-847 Collins Street,In A Rush Docklands ,32,144.9457644,-37.82205739,Cafe
149-155 Lonsdale Street,Dainty Sichuan Food,250,144.9680174,-37.81090617,Cafe
53-57 Lonsdale Street,Bad Boys,12,144.9707149,-37.81005686,Cafe
74 Wellington Parade,Memoria Cafe,4,144.98763,-37.81638646,Cafe
32-54 Lonsdale Street,Shuji Sushi,40,144.9707325,-37.8091842,Cafe
21-31 Market Street,The Trust,450,144.9604206,-37.81864585,Cafe
199-209 Collins Street,Three Below,40,144.9674304,-37.81584777,Cafe
790-814 Collins Street,Heavy D's Cafe & Sanwich Bar,15,144.9458305,-37.821044,Cafe
545-557 Flinders Street,Nandos Northbank,60,144.9565185,-37.82099397,Cafe
304-306 Little Collins Street,Gordons Cafe & Bar,38,144.9643486,-37.81473293,Cafe
613-639 Little Collins Street,Apna Desi Indian Restaurant & Grocery,20,144.9543659,-37.81818484,Cafe
53 Royal Parade,Cafe Royale,15,144.9575513,-37.79539648,Cafe
230 Grattan Street,Lot#6 Cafe,40,144.9612468,-37.79739836,Cafe
1-9 Collins Street,Signature Coffee,12,144.9737201,-37.81372701,Cafe
1010 La Trobe Street,Coffee n' all Customs House,80,144.9453402,-37.81453858,Cafe
680-682 Swanston Street,Colourful Yunnan Restaurant,150,144.9642366,-37.80062759,Cafe
 Alexandra Avenue,The Terrace,75,144.9803723,-37.83016988,Cafe
2 Swanston Street,Arintji,75,144.9699175,-37.81784465,Cafe
18-38 Siddeley Street,Jamps Cafe,11,144.9536422,-37.82253633,Cafe
360-374 Collins Street,360 Brew Bar,24,144.9621844,-37.81615528,Cafe
5-17 Flemington Road,Little Richard Pizza Bar,18,144.9558713,-37.80140031,Cafe
8 Whiteman Street,Sho Noodles,200,144.9586604,-37.82312164,Cafe
4-12 Tattersalls Lane,Gaylord Indian Restaurant,100,144.9657704,-37.81206133,Cafe
255-257 Lygon Street,University Cafe,56,144.9668382,-37.79947744,Cafe
162 Albert Street,Gourmet Pizza Bar,40,144.9856254,-37.81004657,Cafe
226-236 Russell Street,Seoul House Korean Restaurant,150,144.9676444,-37.81098272,Cafe
100 St Kilda Road,Bombini Buzz,30,144.9682264,-37.82094188,Cafe
269 Swanston Street,Dumplings Plus,115,144.9645747,-37.8119541,Cafe
415-421 St Kilda Road,Nutrition Bar,11,144.9770428,-37.83774553,Cafe
223 Victoria Street,Dolcetti,16,144.9540448,-37.80590009,Cafe
2 Swanston Street,Taxi Riverside,120,144.9699175,-37.81784465,Cafe
415-421 St Kilda Road,Tokyo Sushi Kitchen,28,144.9770428,-37.83774553,Cafe
335-347 Swanston Street,Nando's,32,144.9637506,-37.8103651,Cafe
269-321 Lonsdale Street,1000 Wat,59,144.9638386,-37.81245199,Cafe
1-9 Freshwater Place,Kenny's Bakery Cafe,34,144.962154,-37.82167834,Cafe
221 Little Lonsdale Street,Plantation Speciality Coffee Roasters,25,144.9657034,-37.810658,Cafe
260 Victoria Street,Melbourne Toodouri,60,144.9577237,-37.80583959,Cafe
206-218 Bourke Street,Dragon Boat,250,144.9668768,-37.81259409,Cafe
790-814 Collins Street,Code Black,8,144.9458305,-37.821044,Cafe
119-127 Little Bourke Street,City Orchids Garden,105,144.9688884,-37.81158263,Cafe
199-209 Collins Street,La Vita Buona 'The Good Life' Cellar Bar Deli,36,144.9674304,-37.81584777,Cafe
169-173 Rankins Road,Luncheonette Cafe ,12,144.9311131,-37.79436218,Cafe
47-59 Flemington Road,Flavour Cafe,60,144.954319,-37.7997297,Cafe
487-503 Collins Street,Eclipse Coffee,40,144.9581185,-37.81853877,Cafe
138-144 Elgin Street,Campos Coffee,36,144.96981,-37.79715068,Cafe
2-16 Newquay Promenade,Aussie Steak N Burger,120,144.9436836,-37.81389091,Cafe
550-554 Flinders Street,Cafe Keyif,50,144.9559791,-37.8203648,Cafe
97-103 Elizabeth Street,This Side of Paradise,48,144.9634979,-37.81592157,Cafe
209-221 Little Collins Street,Alice's Thai Restaurant,100,144.9670943,-37.81447237,Cafe
